코스타리카,9.9281,-84.0907,북아메리카
파나마,8.9936,-79.5197,북아메리카
뉴칼레도니아,-22.2711,166.4572,오세아니아
피지,-18.1248,178.4501,오세아니아
솔로몬제도,-9.6457,160.1562,오세아니아
파푸아뉴기니,-9.4438,147.1803,오세아니아
바누아투,-17.7334,168.3272,오세아니아
몰디브,4.1755,73.5093,아시아
캄보디아,11.5564,104.9282,아시아
라오스,17.9757,102.6331,아시아
네팔,27.7172,85.3240,아시아
부탄,27.4728,89.6390,아시아
마카오,22.1987,113.5439,아시아
홍콩,22.3193,114.1694,아시아
타이완,25.0330,121.5654,아시아
브루나이,4.5353,114.7277,아시아
동티모르,-8.5568,125.5603,아시아
바레인,26.0667,50.5577,아시아
카타르,25.2854,51.5310,아시아
쿠웨이트,29.3759,47.9774,아시아
오만,23.5880,58.3829,아시아
요르단,31.9454,35.9284,아시아
레바논,33.8938,35.5018,아시아
이스라엘,31.7683,35.2137,아시아
키프로스,35.1856,33.3823,유럽
조지아,41.7151,44.8271,유럽
아르메니아,40.1792,44.4991,아시아
아제르바이잔,40.4093,49.8671,아시아
튀르키예,39.9334,32.8597,유럽
몰타,35.9375,14.3754,유럽
산마리노,43.9424,12.4578,유럽
안도라,42.5063,1.5218,유럽
리히텐슈타인,47.1410,9.5209,유럽
모나코,43.7384,7.4246,유럽
세르비아,44.7866,20.4489,유럽
몬테네그로,42.4304,19.2594,유럽
보스니아 헤르체고비나,43.8563,18.4131,유럽
알바니아,41.3275,19.8187,유럽
북마케도니아,41.9981,21.4254,유럽
불가리아,42.6977,23.3219,유럽
루마니아,44.4268,26.1025,유럽
몰도바,47.0105,28.8638,유럽
슬로바키아,48.1486,17.1077,유럽
슬로베니아,46.0569,14.5058,유럽
벨라루스,53.9045,27.5615,유럽
아이슬란드,64.1466,-21.9426,유럽
모리셔스,-20.3484,57.5522,아프리카
세이셸,-4.6796,55.4920,아프리카
마다가스카르,-18.8792,47.5079,아프리카
잠비아,-15.3875,28.3228,아프리카
짐바브웨,-17.8252,31.0335,아프리카
보츠와나,-24.6282,25.9231,아프리카
나미비아,-22.5609,17.0658,아프리카
모잠비크,-25.9692,32.5732,아프리카
르완다,-1.9403,29.8739,아프리카
부룬디,-3.3614,29.3599,아프리카
가봉,0.4162,9.4673,아프리카
카메룬,3.8480,11.5021,아프리카
토고,6.1375,1.2123,아프리카
베냉,6.4969,2.6283,아프리카
코트디부아르,6.8276,-5.2893,아프리카
말리,12.6392,-8.0029,아프리카
부르키나파소,12.3714,-1.5197,아프리카
니제르,13.5137,2.1098,아프리카
차드,12.1348,15.0557,아프리카
수단,15.5007,32.5599,아프리카
남수단,4.8594,31.5713,아프리카
에리트레아,15.3229,38.9251,아프리카
소말릴랜드,9.5582,44.0405,아프리카
기니,9.9456,-9.6966,아프리카
시에라리온,8.4606,-13.2317,아프리카
라이베리아,6.3004,-10.7969,아프리카
기니비사우,11.8636,-15.5978,아프리카
감비아,13.4549,-16.5790,아프리카
과테말라,14.6349,-90.5069,북아메리카
벨리즈,17.2514,-88.7690,북아메리카
엘살바도르,13.6929,-89.2182,북아메리카
온두라스,14.0723,-87.1921,북아메리카
니카라과,12.1328,-86.2504,북아메리카
바하마,25.0343,-77.3963,북아메리카
도미니카공화국,18.4861,-69.9312,북아메리카
아이티,18.5944,-72.3074,북아메리카
트리니다드 토바고,10.6918,-61.2225,북아메리카
바베이도스,13.1939,-59.5432,북아메리카
그레나다,12.1165,-61.6790,북아메리카
세인트루시아,13.9094,-60.9789,북아메리카
도미니카,15.4150,-61.3710,북아메리카
앤티가 바부다,17.1274,-61.8468,북아메리카
세인트키츠 네비스,17.3578,-62.7830,북아메리카
수리남,5.8520,-55.2038,남아메리카
가이아나,6.8013,-58.1553,남아메리카
프랑스령 기아나,4.9224,-52.3269,남아메리카
키리바시,-0.4863,174.9548,오세아니아
통가,-21.1790,-175.1982,오세아니아
사모아,-13.7590,-172.1046,오세아니아
팔라우,7.5150,134.5825,오세아니아
미크로네시아,6.9248,158.1618,오세아니아
마셜 제도,7.1315,171.1845,오세아니아
나우루,-0.5228,166.9315,오세아니아
투발루,-8.5211,179.1985,오세아니아
프랑스령 폴리네시아,-17.6797,-149.4068,오세아니아
쿡 제도,-21.2367,-159.7777,오세아니아
